"","X.1","X","joe_issue_ID","jp_id","jp_section","jp_institution","jp_division","jp_department","jp_keywords","jp_title","jp_full_text","jp_salary_range","jp_agency_insertion_num","jp_new","locations","JEL_Classifications","Application_deadline","domestic","country","iso3","otherdate","url","InquiryEmail","otherdate_noyear","otherdate_day","otherdate_month","otherdate_asDate_ready","deadline_other","true_deadline","ft","myfields","positionsToKeep","new_listing"
"38",44,40,"2018-02",111461725,"Full-Time Nonacademic","Integra FEC",NA,NA,"Blockchain
Cryptocurrency
Bitcoin
Tether
Healthcare Economics
Financial Economics
Structured Finance
Credit Ratings
Forensic Finance
Empirical
Econometrics
Machine Learning","Research Economist","Integra FEC is a boutique economic consulting firm that specializes in forensic finance, with a particular focus in identifying fraud in financial markets. Our consultants and quantitative experts investigate fraud in areas such as cryptocurrencies, healthcare, structured products (RMBS and CDO), credit ratings, and options and other derivatives.

We are recruiting bright, hardworking PhD graduates with strong quantitative and programming backgrounds who are interested in translating their academic interests into the real world of corporate financial accountability. Candidates should be very experienced with empirical research and econometrics. We are especially interested in candidates who have prior experience with cryptocurrencies including Bitcoin, Ether, and Tether, blockchain technology, and healthcare.

Main responsibilities include:
Conducting background research to develop hypotheses of where fraud occurs
Testing hypotheses through compiling and analysing data
Performing econometric analyses and statistical tests

*** Please only apply if you have graduated from a PhD Economics or Statistics program or will graduate from one by May 2019 ***

Visit our website at www.integrafec.com for more information.",NA,NA,NA,"UNITED STATES Texas Austin","G0 - General
I0 - General
C1 - Econometric and Statistical Methods and Methodology:  General","2019-01-31",TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461725","",NA,NA,NA,NA,NA,"2019-01-31",TRUE,TRUE,TRUE,TRUE
"39",45,47,"2018-02",111461714,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Marietta College",NA,NA,NA,"Assistant Professor of Economics","Company Description:
Industry leaders, educated citizens, difference makers--Pioneers.

For nearly two centuries, Marietta College has stood as the beacon on the hill for young adults seeking to better their lives and to turn their life's passions into actionable good in the world. One of the finest liberal arts colleges in the nation, Marietta offers nearly 50 undergraduate programs, including the best liberal arts-based Petroleum Engineering curriculum in the nation and an Education program that boasts a 100 percent job placement for its graduates. The College also offers graduate programs in Physician Assistant Studies, Psychology and Athletic Training.

At Marietta, students learn from talented faculty members who are respected in their fields and wholly dedicated to teaching the next generation of leaders. These professors share their knowledge with students and challenge them to develop their skill sets through serious research, experiential opportunities and internships. Every student completes Marietta's rigorous General Education Curriculum, which builds strong communication skills and exposes students to new ideas and interests.

Our varsity athletic teams compete in NCAA Division III and against some of the best in the nation as a member of the Ohio Athletic Conference. Marietta has won six national championships and 61 conference titles, including an OAC-record four consecutive men's basketball titles (2014-18).

More than 25,000 living members of The Long Blue Line proudly support their alma mater and help current students gain internships and connections into their chosen industries. This support, in addition to the vibrant growth on campus, is one of the reasons why The Chronicle of Higher Education named Marietta College one of the Great Colleges to Work For.
Marietta's timeless education began in 1797, when descendants of pioneers of the Northwest Territory established the Muskingum Academy. The institution was chartered in 1835 by the state of Ohio, making Marietta College one of 37 Revolutionary Colleges and home to the 16th oldest chapter of the most prestigious academic honorary, Phi Beta Kappa. From its earliest moments until well into the future, Marietta College cherishes its role in educating individuals and inspiring them to Bring Forth a Pioneer!

Job Description:
Marietta College invites applications for a tenure-track Assistant Professor position in Economics.
The Department of Business & Economics offers Bachelor of Arts in Accounting, Public Accounting, Economics, Finance, International Business, Land & Energy Management, Management, Marketing, and Sport Management.

Teaching responsibilities: undergraduate introductory and intermediate courses in macroeconomics, money & banking, international trade, econometrics plus other economics courses in the areas of interest and expertise of the applicant.
Duties include supervising student capstone research, developing and maintaining the curriculum, advising students, serving on committees, and engaging in professional development.

Requirements:
Ph.D. or A.B.D. in Economics is required.
Teaching experience is strongly preferred.

Additional Information:
Starting date: August 2019
Review of applications will begin on January 7, 2019 and continue until the position is filled.

Application Instructions:
Interested applicants should submit a cover letter, CV, and contact information for three professional references. All applications/resumes must be submitted through this online process. We regret that we are unable to accept applications or resumes submitted by mail, email, or fax. As you are submitting your application via this online process, please be sure to provide an accurate email address. You will then receive an acknowledgment indicating your application materials have been received.

Marietta College is an equal opportunity educator and employer that values diversity. The College seeks to enhance the diversity of its faculty and staff. People of color, women, veterans, and persons with disabilities are strongly encouraged to apply. Marietta College does not discriminate on the basis of age, race, color, national or ethnic origin, disability, sex, gender identity, gender expression, sexual orientation, or religious affiliation.


Apply Here: http://www.Click2Apply.net/r495z3y234rg7wqn

PI105103568
",NA,NA,NA,"UNITED STATES Ohio Marietta","00 - Default: Any Field","2019-01-31",TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461714","",NA,NA,NA,NA,NA,"2019-01-31",TRUE,TRUE,TRUE,TRUE
"40",46,87,"2018-02",111461915,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Stephen F. Austin State University","Rusche College of Business","Economics and Finance","Microeconomics
Statistics","Assistant Professor","The Department of Economics and Finance invites applications for a tenure-track faculty position in Economics, beginning in Fall 2019.

Teaching assignments can vary but may include principles of microeconomics, principles of macroeconomics, intermediate microeconomics and courses in the candidate<U+2019>s field. Preference will be given to candidates who can also teach business statistics.

Teaching load is nine hours per semester.

Faculty are expected to pursue research that leads to publications in refereed journals.

Other duties include participation in service at the department, college, and university levels; student advising, and other duties as assigned.

Minimum Qualifications: PhD in Economics from an accredited institution. ABD candidates will be considered, provided there is evidence that degree is near completion.

Review of applications will begin immediately and continue until the position is filled.

To apply, fill out an application at the link below. Submit a CV, letter of interest, contact information for three references, and a writing sample (job market paper). Official transcripts will be required upon hire.",NA,NA,NA,"UNITED STATES Texas Nacogdoches","00 - Default: Any Field
A - General Economics and Teaching
D - Microeconomics
E - Macroeconomics and Monetary Economics","2019-01-31",TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461915","",NA,NA,NA,NA,NA,"2019-01-31",TRUE,TRUE,TRUE,TRUE
"41",47,61,"2018-02",111461806,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","New Jersey Institute of Technology (NJIT)",NA,NA,NA,"Faculty Position in Finance and/or Business Data Science","The Martin Tuchman School of Management at New Jersey Institute of Technology invites applications for a tenured/tenure-track faculty position in finance beginning in the 2019-2020 Academic Year. All professorship ranks will be considered. Candidates must have earned their Ph.D. in finance, business analytics, or other associated academic areas. Successful candidates must demonstrate a record of scholarly accomplishment and a commitment to contributing original research into leading peer-reviewed publications. In addition, the applicant should be interested in teaching the full array of finance or business data science courses. In particular, we are seeking candidates who will contribute significantly to the Business Data Science Ph.D. Program and Financial Technology programs. Salary and benefits are competitive. Ph.D. must be completed at time of appointment.

Apply @ https://njit.csod.com/ats/careersite/JobDetails.aspx?site=1&id=922. Include CV, statement of teaching and research, and references. Please direct questions to Dr. Zhipeng Yan at zyan@njit.edu. We will interview at the American Economic Association Meeting in January 2019 and seek applications before Dec 10th, 2018.

As an EEO employer, NJIT is committed to building a diverse and inclusive teaching, research, and working environment and strongly encourages applications from individuals with disabilities, minorities, veterans, and women.

Apply Here: http://www.Click2Apply.net/nhpshzf3zszjxknz

PI105334821
",NA,NA,NA,"UNITED STATES New Jersey Newark","G3 - Corporate Finance and Governance
M1 - Business Administration","2019-02-06",TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461806","zyan@njit.edu",NA,NA,NA,NA,NA,"2019-02-06",TRUE,TRUE,TRUE,TRUE
"42",48,62,"2018-02",111461841,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","New York University Arts and Science",NA,"Department of Economics","teach introductory economics courses,  elective courses, applied microeconomics","Clinical Faculty Position","The Department of Economics at New York University invites applications for a Clinical Assistant Professor position to begin September 1, 2019, pending budgetary and administrative approval. This is a non-tenured teaching position. Ph.D. and substantial evidence of high quality teaching are required.<U+00A0> 
<U+00A0>
The principal duty of the occupant of this position will be to teach introductory economics courses and elective courses in applied microeconomics. This is a full time position with a teaching load of five semester courses per year. Experience in teaching these types of courses at the undergraduate level is highly desirable. 
<U+00A0>
Applications should be completed by February 15, 2019. Candidates should submit curriculum vita, statement of teaching and teaching evaluations, and the names of three references through http://apply.interfolio.com/57011.<U+00A0> As part of the teaching statement, applicants are encouraged to describe any ways in which they contributed to a more diverse and inclusive community at current or past institutions of employment. Please visit our website at: http://as.nyu.edu/econ/home/faculty-openings.html for information on how to apply. 

The Faculty of Arts and Science at NYU is at the heart of a leading research university that spans the globe. We seek scholars of the highest caliber, who embody the diversity of the United States as well as the global society in which we live. We strongly encourage applications from women, racial and ethnic minorities, and other individuals who are under-represented in the profession, across color, creed, race, ethnic and national origin, physical ability, gender and sexual identity, or any other legally protected basis. NYU affirms the value of differing perspectives on the world as we strive to build the strongest possible university with the widest reach. To learn more about the FAS commitment to diversity, equality and inclusion, please read 
<U+00A0>(http://as.nyu.edu/content/nyuas/as/administrativeresources/office/dean/diversity-initiative.html). 
<U+00A0>
EOE/Affirmative Action/Minorities/Females/Vet/Disabled/Sexual Orientation/Gender Identity.",NA,"ST-00054160",NA,"UNITED STATES New York New York","00 - Default: Any Field
A - General Economics and Teaching
D - Microeconomics","2019-02-15",TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461841","",NA,NA,NA,NA,NA,"2019-02-15",TRUE,TRUE,TRUE,TRUE
"43",49,2,"2018-02",111461829,"Full-Time Nonacademic","American Society of Interior Designers",NA,"Research","market research, economic trends, business","Manager, Research","Executes various research initiatives dealing with knowledge generation, data analysis, management, and dissemination on behalf of the Society.  Also, manages the Society<U+2019>s knowledge generation and industry research initiatives (including research reports, environmental scanning and case studies) and serves as an expert on the business and economics of the interior design industry and profession. 

Qualifications:
<U+2022>Bachelor<U+2019>s Degree in Business, Economics, Statistics, or in Social Sciences 
<U+2022>5-7 years of experience with 3-5 years in an industry related to the built environment (i.e., interior design, architecture, facility management, construction, etc.) preferred
Experience with a statistical software package such as SPSS, SAS and/or R preferred but not required
<U+2022>Experience with Tableau or other data visualization tools preferred but not required
<U+2022>Expertise in research principles/practices and survey techniques (including both qualitative and quantitative methodologies)

See full description at https://www.asid.org/careers-at-asid.  To apply, please submit a cover letter, salary requirements and resume to jobs@asid.org.",NA,NA,NA,"UNITED STATES District of Columbia Washington, DC","Y - Miscellaneous Categories",NA,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461829","jobs@asid.org",NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"44",50,11,"2018-02",111461847,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Carleton College","Dean of the College","Interdisciplinary Studies","media
AI
technology","Full, Associate or Advanced Assistant Professor in Humanities and Technology","Carleton College seeks to hire a Full, Associate or advanced Assistant Professor whose work focuses on the humanistic dimensions and implications of new and emerging technologies. We are looking for a candidate who is deeply grounded in the humanities and able to engage with scholars and students in STEM fields, computer science, and the social sciences. Topics of focus may include, but are not limited to, social media, privacy and surveillance, information and disinformation, artificial intelligence, autonomous machines, trans- or posthumanism, changing conceptions of human nature, the rise of automated and digital labor, and how diverse histories, religions, and cultures might inform our understanding of innovative technologies.

The successful applicant will offer five courses of their own design across all levels over three terms annually and will be an excellent teacher of undergraduates who exhibits a genuine commitment to the liberal arts. They will have a demonstrated track record of teaching and scholarship that engages with the ethical, socio-economic, political, or religious impact or potential of emerging technologies. We are looking for someone eager to play a leading role in advancing conversations and collaboration across disciplines at a liberal arts college.

We are particularly interested in candidates committed to teaching a diverse student body. Carleton is committed to developing its faculty to better reflect the diversity of our student body and American society.  Women and members of minority groups are strongly encouraged to apply. Carleton College does not discriminate on the basis of race, color, creed, ethnicity, religion, sex, national origin, marital status, veteran status, actual or perceived sexual orientation, gender identity and expression, status with regard to public assistance, disability, or age in providing employment or access to its educational facilities and activities.

Review of applications will begin December 8. 

To apply, please visit the Carleton College website at jobs.carleton.edu. Materials required:

- Cover letter which addresses scholarly agenda and teaching philosophy
- CV
- An article-length piece of scholarly writing 
- A one-page (single-spaced) statement explaining the candidate<U+2019>s vision for reaching beyond disciplinary boundaries to engage colleagues and students.
- A sample syllabus

The committee will be in touch with candidates for further materials (including letters) if needed. We will conduct preliminary interviews via video-conference in early January. 
",NA,NA,NA,"UNITED STATES Minnesota Northfield","00 - Default: Any Field",NA,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461847","",NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"45",51,12,"2018-02",111461734,"Full-Time Nonacademic","Carleton College","Dean of the College","Quantiative Resource Center","Quantitative","Director of the Quantitative Resource Center","Carleton College seeks a Director for its new Quantitative Resource Center. This is a full-time position with administrative responsibilities; the Director will also hold a non-tenure track faculty appointment with a two-course teaching load. The Director will be charged with supporting quantitative skills and reasoning (QS/QR) across the curriculum, including faculty and staff professional development, and coordinating support for the development of students<U+2019> applied quantitative skills. Key responsibilities include leadership in faculty development, organization of a drop-in student support center, and oversight of the College<U+2019>s quantitative reasoning requirement. The director will have the opportunity to generate new curricular directions as well as to work with ongoing campus initiatives. For further information and to apply, go to jobs.carleton.edu.",NA,NA,NA,"UNITED STATES Minnesota Northfield","C - Mathematical and Quantitative Methods
00 - Default: Any Field",NA,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461734","",NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"46",52,26,"2018-02",111461783,"Full-Time Nonacademic","EY",NA,"Tax","Transfer Pricing 
International Tax 
State & Local Tax 
Operating Model Effectiveness
Economics","Transfer Pricing","At EY, we<U+2019>re committed to building a better working world. For you, for our clients and the wider community. As part of the world<U+2019>s highest performing teams, you<U+2019>ll deliver real insight and value. In the process, you<U+2019>ll have the chance to build relationships with people from all over the world and from a variety of industries, and those relationships will help you to learn, develop and shape your career.

We are 190,000 people based in 728 offices in 150 countries, organized into 28 Regions and four Areas. EY has been recognized through a number of prestigious awards, including Fortune magazine's 100 Best Companies to Work For, Training magazine's list of the top 100 businesses that excel at human capital development, and the receipt of the KNOW Network's 20 Most Admired Knowledge.  

EY is seeking qualified candidates to join its U.S. transfer pricing practice. Transfer Pricing is a multi-disciplinary sub-specialty supporting the International Tax Services, State & Local, and Operating Model Effectiveness groups (see website at www.ey.com/transferpricing). As a member of the U.S. Transfer Pricing practice, you will assist with the economic/valuation analyses of multinational<U+2019>s cross-border inter-company pricing for tangible goods, intangibles, loans, and services.  Such analyses typically include an in-depth review of a company<U+2019>s industry structure and its strategic business model including products/intangibles, competitors, research and development, manufacturing, marketing, sales and distribution, finance and legal functions. A position as a transfer pricing analyst provides an excellent opportunity for a career as an international business consultant - with potential to relocate domestically and internationally. 

Qualified candidates should hold a Ph.D., M.S./M.A./M.B.A. in economics or business with focus on any applied microeconomics field or financial economics. Openings exist within the multiple U.S. locations for candidates with prior business or consulting experience. Prior transfer pricing experience is a plus. These positions require strong analytical and communication skills as well as the ability to multi-task within a fast-paced consulting environment.",NA,NA,NA,"UNITED STATES","00 - Default: Any Field",NA,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461783","",NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"47",53,27,"2018-02",111461912,"Full-Time Nonacademic","Federal Reserve Bank of Atlanta",NA,"Research Department","payment systems
fintech
digital currencies
market structure
financial market access

E41 - Demand for Money
E42 - Monetary Systems <U+2022> Standards <U+2022> Regimes <U+2022> Government and the Monetary System <U+2022> Payment Systems","Research Economist","The Federal Reserve Bank of Atlanta is seeking an experienced monetary or financial economist, with interests in financial payments research.  Relevant areas of research would include the study of payments systems as networks; consumer payment choice; wholesale payments systems (including their relationship to monetary policy implementation and financial stability); financial payments innovation (including digital currencies, faster payments and other settlement schemes, and issues related access to financial market access for traditionally underserved communities); topics related to market structure and pricing.
 
Candidates should have a proven track record of publications related to one or more of the foregoing topics.  Preference will be given to candidates with interests in both empirical and applied-theoretical work.
 
Successful candidates will be expected to maintain an active research program generating publications in refereed professional journals. Individuals in this position will also be asked to lend their expertise as consultants to other payments-related activities at the Atlanta Fed, such as the System Retail Product Office and the department<U+2019>s Diary of Consumer Payment Choice.

For additional information about the research environment, please visit: http://www.frbatlanta.org/research/. The Federal Reserve Bank of Atlanta is an equal opportunity employer. Salary and benefits are competitive.
 
All candidates should apply online at: https://econjobmarket.org/. Completed applications include a cover letter, current CV, research papers, and three reference letters. The Department plans to interview candidates at the ASSA Meetings in Atlanta in January.",NA,NA,NA,"UNITED STATES Georgia Atlanta","E - Macroeconomics and Monetary Economics
G - Financial Economics
D - Microeconomics",NA,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461912","",NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"48",54,28,"2018-02",111460392,"Full-Time Nonacademic","Federal Reserve Bank of Atlanta",NA,"Research Department","firm dynamics
firm productivity
innovation
surveys
business organization

C81 - Methodology for Collecting, Estimating, and Organizing Microeconomic Data <U+2022> Data Access
C82 - Methodology for Collecting, Estimating, and Organizing Macroeconomic Data <U+2022> Data Access
D14 - Household Saving <U+2022> Personal Finance
D81 - Criteria for Decision-Making under Risk and Uncertainty
D83 - Search <U+2022> Learning <U+2022> Information and Knowledge <U+2022> Communication <U+2022> Belief <U+2022> Unawareness
D84 - Expectations <U+2022> Speculations
G32 - Financing Policy <U+2022> Financial Risk and Risk Management <U+2022> Capital and Ownership Structure <U+2022> Value of Firms <U+2022> Goodwill
J22 - Time Allocation and Labor Supply
J24 - Human Capital <U+2022> Skills <U+2022> Occupational Choice <U+2022> Labor Productivity
L11 - Production, Pricing, and Market Structure <U+2022> Size Distribution of Firms
L14 - Transactional Relationships <U+2022> Contracts and Reputation <U+2022> Networks
L22 - Firm Organization and Market Structure
O32 - Management of Technological Innovation and R&D
O33 - Technological Change: Choices and Consequences <U+2022> Diffusion Processes
O47 - Empirical Studies of Economic Growth <U+2022> Aggregate Productivity <U+2022> Cross-Country Output Convergence","Research Economist","The Research Department at the Federal Reserve Bank of Atlanta is seeking to hire a PhD economist at the assistant or associate level. The department will consider candidates doing applied research with a focus in firm-level dynamics, business organization, innovation and growth, firm expectations and uncertainty, and labor market and human capital dynamics.  Strong preference will be given to candidates who are working with or have experience constructing large data sets from micro-level administrative or survey-related data.  Economists with at least three years of experience with an established publication record, and a promising research trajectory will be considered.

The position<U+2019>s primary responsibilities are to conduct high-quality research for publication in leading academic journals and contribute to the department<U+2019>s research and policy missions.

The Department maintains an excellent research environment, provides substantial research support, and houses several research centers including the Center for Quantitative Economic Research, the Center for Financial Innovation and Stability, and the Center for Human Capital Studies. The Federal Reserve Bank of Atlanta is also the site of the Atlanta Research Data Center which provides restricted access to non-publicly available Census data. The department also produces a monthly Survey of Business Expectations and monthly Business Inflation Expectations Survey, providing panel time series on firms<U+2019> subjective beliefs over their own economic outcomes.

For additional information about the research environment, please visit: http://www.frbatlanta.org/research/. The Federal Reserve Bank of Atlanta is an equal opportunity employer. Salary and benefits are competitive.

All candidates should apply online at: https://econjobmarket.org/. Completed applications include a cover letter, current CV, research papers, and three reference letters. The Department plans to interview candidates at the ASSA Meetings in Atlanta in January.",NA,NA,NA,"UNITED STATES Georgia Atlanta","D - Microeconomics
G - Financial Economics
E - Macroeconomics and Monetary Economics",NA,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460392","",NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"49",56,31,"2018-02",111461715,"Full-Time Nonacademic","Freddie Mac",NA,NA,"Quantitative Analytics Senior","Quantitative Analytics Senior","McLean, VA
Requisition Number: 10511BR

Freddie Mac is currently seeking a Quantitative Analytics Senior, who is responsible for conducting empirical research and analytics in support of business decisions as a member of the Affordable Lending Analytics and Research team. You will apply quantitative/analytic skills to provide solutions in the pursuit of our community mission.

Responsibilities include:
<U+2022> Support Affordable Lending Analytics and Research through data preparation, complex data and statistical analysis, and model output assessment to support business strategies and objectives.
<U+2022> Provide innovative, thorough and practical solutions to an extensive range of demanding and complicated business problems.
<U+2022> Support market and lender outreach research and analytics, including new pilots, program, and segment strategies to better target borrowers.

Qualifications: 
<U+2022> Doctorate degree (or Master<U+2019>s degree with equivalent work experience) in economics, statistics or a related quantitative field.
<U+2022> Coursework or work experience applying predictive modeling techniques from finance, statistics, mathematics, data science, and computer programming to large data sets. Qualifying coursework may include<U+2013>but is not limited to-statistics, mathematical programming, optimization, machine learning, computational methods, design and analysis of algorithms, Bayesian methods, derivatives, and Monte Carlo methods/modeling.


Freddie Mac is an equal opportunity and top diversity employer. EOE, M/F/D/V",NA,"ST-00054332",NA,"UNITED STATES Virginia McLean","C0 - General",NA,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461715","",NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"50",57,49,"2018-02",111461710,"Full-Time Nonacademic","Massachusetts Institute of Technology",NA,"Abdul Latif Jameel Poverty Action Lab - J-PAL","Randomized Evaluations; International; Development","Senior Manager in Research, Education, and Training","This position is part of J-PAL Global<U+2019>s Research, Education, and Training (RET) team and focuses on our external course portfolio and capacity building work. J-PAL<U+2019>s training and capacity building activities focus on introducing policymakers to impact evaluation methods, building data analysis and field research skills of evaluation specialists, researchers, and research staff at J-PAL and its partner organizations, and disseminating the policy insights generated by affiliate researchers through case studies and workshops. 

In this position, you will take a strategic leadership role in the development of J-PAL<U+2019>s global training portfolio and advise the work of J-PAL<U+2019>s worldwide offices in capacity building and training. This includes analyzing the contribution of our trainings to J-PAL<U+2019>s mission, and working with J-PAL leadership in strategic planning. You will directly manage one or two staff and oversee the work of teams within RET who build out data analysis tools, create new reference and teaching materials, implement training courses, and support our online courses.

Continued experience in research are vital to successfully leading our capacity building activities. PhD-level candidates may spend 25 percent of their time on independent original research that involves randomized evaluations.

For a full position description go to: https://www.povertyactionlab.org/careers/senior-manager-research-education-and-training-j-pal-102750",NA,NA,NA,"UNITED STATES Massachusetts Cambridge","00 - Default: Any Field
O1 - Economic Development",NA,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461710","",NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"51",58,50,"2018-02",111461788,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Massachusetts Institute of Technology (MIT)",NA,"Institute for Data, Systems, and Society (IDSS)","Tenure-Track Faculty Positions","Faculty Positions - AI in Social and Engineering Systems","The MIT Institute for Data, Systems, and Society (IDSS) is seeking candidates for tenure-track faculty positions starting in July 2019 or on a mutually agreed date thereafter. Appointments will be at the assistant or untenured associate professor level. Appointments will be made in partnership with MIT departments and IDSS. Candidates must have a Ph.D. in Engineering, Computer Science, Operations Research, Economics or a related field by the start of their employment. Faculty duties include teaching, research, supervision of graduate and undergraduate students and service to the Institute and profession. The search is focused on the general area of AI as it interacts with physical or social systems. We will consider candidates with backgrounds and interests in the general areas of networks, statistics, machine learning, and data-driven decision making as they pertain to complex societal challenges. Further information is available at: https://school-of-engineering-faculty-search.mit.edu/idss-ai/
Please submit a complete application by January 1, 2019.

MIT is an equal opportunity employer. Women and underrepresented minorities are encouraged to apply.",NA,"44660",NA,"UNITED STATES Massachusetts Cambridge","00 - Default: Any Field",NA,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461788","",NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"52",59,66,"2018-02",111461811,"Full-Time Nonacademic","Office of Financial Research","Research and Analysis Center",NA,"macroeconomics
financial markets
financial institutions
market microstructure
financial stability
bank regulation
financial networks","Research Economist","The Office of Financial Research (OFR) anticipates staff openings in its Research and Analysis Center in 2019 for research economists with a strong interest in issues related to financial stability and specialties in macroeconomics, systemic risk in the financial system, banking and regulation, and financial market microstructure.  

Who We Are:  The OFR is responsible for promoting financial stability by supporting the Financial Stability Oversight Council (Council). Toward that end, the Research and Analysis Center monitors and reports on risks to financial stability, analyzes the impact of financial policies and regulations, conducts essential research on financial stability issues, develops tools to monitor financial institutions and markets, addresses data gaps, and promotes best practices in financial risk management. The Research and Analysis Center offers a unique opportunity to expand understanding of financial stability for the benefit of the public and policymakers using a mix of financial data unavailable elsewhere. Research output includes, among other things, briefings and analysis for the Council and its member agencies, data monitoring products, contributions to policy development and analysis, and research papers for peer-reviewed professional journals. For examples of OFR monitoring tools, reports on financial stability risks, and published research, please visit https://www.financialresearch.gov/.  

The U.S. Treasury Department is an equal opportunity employer.

Qualifications:  A PhD or equivalent experience in economics, finance, or related disciplines with evidence of a strong interest in financial stability research and specialties in macroeconomics, systemic risk in the financial system, banking and regulation, and financial market microstructure are required. Strong oral and written communication skills, and U.S. citizenship also are required. Experience working with econometric software and large data sets is preferred. 

Salaries and benefits are competitive with similar positions at federal regulatory agencies covered by FIRREA.",NA,NA,NA,"UNITED STATES District of Columbia Washington","E - Macroeconomics and Monetary Economics
G - Financial Economics",NA,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461811","",NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"53",60,71,"2018-02",111461744,"Full-Time Nonacademic","Pandora Media Inc.",NA,NA,"Music
Streaming Media
Pandora
Technology 
Advertising 
Economist 
PhDs
Python
Familiarity","Economist, Advertising Science","Pandora Media is seeking an economist to join our Advertising Science team.  The team consists of PhDs in various fields, including two economists. This position aims to create long-term value for Pandora<U+2019>s advertising business by pursuing applied research on consumer behavior and advertising market dynamics. Areas of interest include measuring advertising effectiveness, optimizing Pandora<U+2019>s marketing spend, measuring the impact of advertising on consumer listening behavior, setting prices for various types of advertising, and market design for digital audio advertising.  We frequently design and analyze field experiments, in addition to pursuing econometrics designed to exploit natural data variation. We also regularly present our research at academic conferences and submit to academic journals.   

Requirements:  PhD (or on track to complete PhD) in economics or related discipline. Significant expertise in applied econometrics. Experience with: R, Python (scientific libraries), or other scientific computing language Excellent communication skills with both technical and nontechnical audiences  

Recommended:  Background in field experiments Familiarity with market design and/or matching theory Familiarity with Hadoop Familiarity with SQL queries Applied research &/or design and execution of large-scale quantitative experiments and analyses  

Location: Oakland, CA or Atlanta, GA

To apply please visit:  http://jobs.jobvite.com/careers/pandora/job/oZIJ8fwi/apply?__jvst=Career%20Site",NA,NA,NA,"UNITED STATES","M3 - Marketing and Advertising",NA,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461744","",NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
