"","joe_issue_ID","jp_id","jp_section","jp_institution","jp_division","jp_department","jp_keywords","jp_title","jp_full_text","jp_salary_range","jp_agency_insertion_num","jp_new","locations","JEL_Classifications","Application_deadline"
"84","2018-02",111461698,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Southwestern University of Finance and Economics",NA,"Survey and Research Center for China Household Finance","Economics
Finance
Management","All Ranks","The Survey and Research Center for China Household Finance (CHFS) of the Southwestern University of Finance and Economics (SWUFE) in Chengdu, China invites applications for a number of tenure-track and tenured positions in all fields of economics, finance, and management. The compensation package includes salary starting at RMB 350,000, research fund, and a housing allowance of RMB 180,000. We are especially looking for applicants with interest and capability in policy-relevant research. 

SWUFE, located in historic but affordable Chengdu, is one of the best universities in China and the largest Chinese university specializing in economics and management with more than 20,000 full-time students. CHFS is one of China's best-known think tanks. Building databases, including data collection and integration, is one main task of CHFS. In addition, CHFS promotes policy and academic research on real estate, income distribution, family finance, urban and rural governance, and other fields. CHFS also conducts field experiments to explore and develop theory and practical applications for income distribution system reforms and anti-poverty policies.

For more information about us, please visit https://chfs.swufe.edu.cn/","350,000 RMB",NA,NA,"CHINA Sichuan Chengdu","00 - Default: Any Field","2018-12-01 00:00:00"
"85","2018-02",111461812,"US: Other Academic (Visiting or Temporary)","Stanford University","Shorenstein Asia Pacific Research Center","Asia Health Policy Program","Health Policy Postdoc Fellowship","Asia Health Policy Postdoctoral Fellowship","The Asia Health Policy Program (AHPP) at the Shorenstein Asia-Pacific Research Center at Stanford University invites applicants for the 2019-20 Asia Health Policy postdoctoral fellowship. The postdoctoral fellow participates in AHPP while undertaking original research on contemporary health or healthcare policy of high relevance to low- and middle-income countries in the Asia-Pacific region. Applicants from low-income or lower-middle-income countries in the Asia-Pacific receive priority.
 
The fellowships are limited to recent PhDs (with degree conferral within the past 3 years and no later than July 31, 2019). Postdoctoral fellows are required to be in residence for the duration of the appointment, to take part in program activities, present their research findings, and participate in the Center<U+2019>s publication program. The postdoctoral fellowship is a 10-month appointment with a salary rate of $52,000, or commensurate with Stanford policy, plus $2,000 for research expenses.

Submit a Cover letter, Curriculum vitae, and a short research statement, and arrange for two letters of recommendation to be emailed directly to llee888@stanford.edu. The deadline to apply is Monday, January 7, 2019.  
For more information, see https://aparc.fsi.stanford.edu/education/fellowship-and-training-opportunities/asia-health-policy-postdoctoral-fellowship.
","52000",NA,NA,"UNITED STATES California Stanford","I1 - Health","2019-01-07 00:00:00"
"86","2018-02",111461904,"Full-Time Nonacademic","StataCorp LP",NA,NA,"Econometrics
Stata
Statistical software
Communication","Senior Econometrician, Educational Services","StataCorp is seeking an individual with a passion for communication, in particular, communication about Stata and about econometrics.

In this position, you will train and interact with academic and professional economists and with other social scientists.  You will develop and give talks that introduce specific features of Stata.  Because Stata offers a diverse set of features, talks may cover data management, graphics, time series, panel data, treatment effects, dynamic stochastic general equilibrium models, and more.  The qualified applicant need not be an expert in all of these areas but must have a solid knowledge of econometrics and be excited to learn more about both Stata and advanced econometrics applications.

In addition to giving talks, this position may involve other methods of communication such as writing blog posts, interacting with Stata users on social media, and presenting webinars.

Requirements:

  - Experience using Stata
  - Solid knowledge of econometrics
  - Passion for communication and teaching
  - Travel approximately 15 weeks per year
  - PhD in econometrics0 or economics or a master's degree

This position is based in College Station, TX.",NA,NA,NA,"UNITED STATES Texas College Station","C - Mathematical and Quantitative Methods","2018-12-10 00:00:00"
"87","2018-02",111461915,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Stephen F. Austin State University","Rusche College of Business","Economics and Finance","Microeconomics
Statistics","Assistant Professor","The Department of Economics and Finance invites applications for a tenure-track faculty position in Economics, beginning in Fall 2019.

Teaching assignments can vary but may include principles of microeconomics, principles of macroeconomics, intermediate microeconomics and courses in the candidate<U+2019>s field. Preference will be given to candidates who can also teach business statistics.

Teaching load is nine hours per semester.

Faculty are expected to pursue research that leads to publications in refereed journals.

Other duties include participation in service at the department, college, and university levels; student advising, and other duties as assigned.

Minimum Qualifications: PhD in Economics from an accredited institution. ABD candidates will be considered, provided there is evidence that degree is near completion.

Review of applications will begin immediately and continue until the position is filled.

To apply, fill out an application at the link below. Submit a CV, letter of interest, contact information for three references, and a writing sample (job market paper). Official transcripts will be required upon hire.",NA,NA,NA,"UNITED STATES Texas Nacogdoches","00 - Default: Any Field
A - General Economics and Teaching
D - Microeconomics
E - Macroeconomics and Monetary Economics","2019-01-31 00:00:00"
"88","2018-02",111461784,"Other Nonacademic (Temporary, Part-Time, Non-Salaried, Consulting, Etc.)","T. Rowe Price",NA,NA,NA,"Quantitative Analyst  Equity Quantitative Research  (ASSA Conference Attendees Only)","About the Equity Quantitative Group
Serves as an integral part of the firm<U+2019>s Equity division and is based in Baltimore. The eleven-member team manages six distinct long-only and long-short strategies with current AUM of ~$10 billion (as of June 30, 2018). The team is supported by a dedicated group of IT specialists.  The quantitative equity group is expanding and would like to add experienced analysts and portfolio managers

About the Equity Quantitative Research Group
Serve as an integral part of the firm<U+2019>s Equity division. The ten-member team, which is supported by a dedicated group of IT specialists, has the following responsibilities:

o Manage equity portfolios.
o Develop stock selection models and screens for all global regions;
o Publish white papers for the group<U+2019>s clients
o Work with fundamental portfolio managers based in our global offices who would like to use quant resources to help enhance their investment processes and decisions;
o Solve analytical problems encountered by portfolio managers and analysts;
o Collaborate with separate quantitative investment groups in Fixed Income and Multi-Asset on joint projects; and
o Help the firm<U+2019>s institutional marketing efforts by leveraging the group<U+2019>s expertise.
Principal Responsibilities
o Perform rigorous quantitative/statistical research in finance to develop new stock selection models and enhance current models.
o Independently identify and analyze topics relevant to stock selection and portfolio management.
o Work closely with fundamental portfolio managers and analysts to help them use insights from quantitative stock selection models.
o Conduct research and analysis on other investment management topics, such as attribution and portfolio construction.
o Keep abreast of industry and academic research to generate innovative insights.

Preferred
o Ph.D., MBA/MS in Finance or Accounting or an MBA with a Quantitative Finance specialization.
o Prior experience in the financial services industry in quantitative equity research.
o Experience conducting empirical research and working with large financial data sets.

Required
o Advanced degree in a relevant field with strong credentials, strong academic background, and/or relevant work experience
o Exceptional quantitative and finance skills
o Superb skills in communicating with technical and non-technical associates and clients; and desire to work in a highly collaborative group
o A high-level understanding of finance, investing, and economics
o Excellent  skills in statistics/econometrics and proficiency in programming languages, such as R, Python or Matlab, and a demonstrated ability at applying those skills to modeling problems
o CFA charter or commitment to obtain one",NA,NA,NA,"UNITED STATES Maryland Baltimore","00 - Default: Any Field","2019-01-31 00:00:00"
"89","2018-02",111461778,"Other Nonacademic (Temporary, Part-Time, Non-Salaried, Consulting, Etc.)","T. Rowe Price",NA,NA,NA,"Quantitative Investment Analyst  Multi-Asset (ASSA Conference Attendees Only)","The Quantitative Investment Analysts (QIA) in the Research Group support the investment process through rigorous financial and quantitative/statistical analysis at the asset class level, covering the areas of strategic and tactical asset allocation, financial planning research, data/infrastructure, and product design.  Most efforts are R&D oriented and project based in nature, requiring the QIAs to be generalists who can straddle the different areas of asset allocation research, and to be comfortable with varying degrees of computational rigor across different projects. 
 
Ideal candidates will hold an advanced degree in a quantitative discipline, have a broad understanding of financial markets across asset classes, supported by coursework and practical experience, experience conducting empirical financial research and working with large data sets, and substantial experience programming in Matlab, Splus/R, and SQL. 

Please review the job posting for more information: https://troweprice.wd5.myworkdayjobs.com/TRowePrice/job/Baltimore-MD/Quantitative-Investment-Analyst---Multi-Asset_37596",NA,NA,NA,"UNITED STATES
UNITED STATES Maryland Baltimore","00 - Default: Any Field
G - Financial Economics","2019-01-31 00:00:00"
"90","2018-02",111461608,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","TED University","Faculty of Economics and Administrative Sciences","Economics Department, Business Administration Department","Economics any field, Finance, Marketing and Data Analysis.","Assistant / Associate / Full Professor","TED University, Faculty of Economics and Administrative Sciences, 

Title: 				Assistant / Associate / Full Professor
Location: 			Ankara <U+2013> Turkey
Hours:			Full-time
Application Deadline: 	December 31 2018, or until the positions are filled

TED University, Faculty of Administrative and Social Sciences invites applications for multiple faculty positions at all ranks listed below starting in the fall of 2019

Department of Economics,  Economics in any field
Department of Business Administration, Finance, Marketing and Data Analysis

Applicants should have a PhD degree before taking up the position.  Positions require ability to conduct independent research, and to deliver high quality teaching. 

TED University (TEDU) is a new, dynamic and progressive university, located at the heart of Ankara. It was founded by the Turkish Education Association (TED) which has been pioneering the development of education in Turkey since 1928.  For further information about the Faculty and the University, visit www.tedu.edu.tr. Regarding information about the positions please contact Dean Professor Aslihan Salih (feas@tedu.edu.tr).

To Apply:

Please send a cover letter, updated curriculum vitae, teaching philosophy statement including a sample of teaching evaluations (if available), a research statement, and current research papers, to jobs@tedu.edu.tr. Three letters of recommendation should be directly sent by letter writers.
",NA,NA,NA,"TURKEY Ankara Cankaya","00 - Default: Any Field","2018-12-31 00:00:00"
"91","2018-02",111461830,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Texas A&M Health Science Center","School of Public Health","Health Policy and Management","Health Economics","Assistant Professor","Texas A&M University School of Public Health
Department of Health Policy and Management

The Department of Health Policy and Management (HPM) invites applications for a tenure-track faculty position at the assistant professor level with expertise in Health Economics.  Administratively located in the CEPH-accredited School of Public Health (SPH), the Department offers the Master of Health Administration (MHA), Master of Public Health (MPH), and the Ph.D. in Health Service Research. 

This position requires a Ph.D. or equivalent degree from an accredited institution in economics, health economics, health services research, or a related field.  Applications from those interested in examining the effects of laws and regulations on health and healthcare are especially encouraged.  

Duties include a strong commitment to teaching with a clear commitment to students, the ability to conduct high quality research within inter-disciplinary teams including collaboration with other faculty, and contributing to a professional and collegial environment.

Applicants should send a formal letter of interest summarizing specific qualifications and experiences deemed most relevant for this position, along with a current curriculum vitae and the names and contact information for three references to:

Search Committee for Health Economics 
c/o Professor Michael Morrisey (morrisey@tamu.edu)
Texas A&M University
1266 TAMU
College Station, TX  77843-1266

Review of applications will begin immediately and continue until the positions are filled. For optimal consideration, applicant materials should be received by December 15, 2018.  Applicants should indicate their availability for preliminary interviews at the 2019 ASSA/AEA conference in Atlanta. 

The Texas A&M System is an Equal Opportunity/Affirmative Action/Veterans/Disability Employer committed to diversity. SPH is especially interested in qualified candidates who can contribute, through their research, teaching, and service, to the diversity and excellence of the academic community at Texas A&M.
","$100,000",NA,NA,"UNITED STATES Texas College Station","I0 - General
I1 - Health","2018-12-15 00:00:00"
"92","2018-02",111461860,"Full-Time Nonacademic","The Brookings Institution",NA,NA,NA,"Fellow and Research Director, Future of the Middle Class Initiative","The Economic Studies program at the Brookings Institution is seeking a Fellow & Research Director. The Fellow will conduct in-depth, high quality public policy research on the economic condition of the U.S. middle class, with a particular focus on labor market trends, including earnings, productivity and automation. The Fellow will also serve as Research Director for the Future of the Middle Class (FoMC) Initiative, launched in 2018. In addition to conducting their own independent research, the Fellow will collaborate with FoMC scholars and other scholars across the Institution. Details here:  https://careers-brookings.icims.com/jobs/1857/fellow-and-research-director%2c-future-of-the-middle-class-initiative-%28job-id%3a-2018-1857%29/job",NA,NA,NA,"UNITED STATES District of Columbia Washington","A1 - General Economics",NA
"93","2018-02",111461863,"Full-Time Nonacademic","The Brookings Institution",NA,NA,NA,"Rubenstein Fellow, Economic Studies","The Economic Studies program at the Brookings Institution invites applications for the David M. Rubenstein Fellowship. Brookings is seeking to increase diversity in our scholarly community by recruiting the next generation of rising stars and creative thinkers to help achieve our mission of improving governance in the United States and across the world. Rubenstein Fellows in Economic Studies will publish in-depth, peer-reviewed monographs and research papers, as well as short opinion pieces, blog posts, and other products for promoting their ideas in the public policy debate. Rubenstein Fellows will also participate in public and private events, and contribute to the overall intellectual life of the Institution. Details here: https://careers-brookings.icims.com/jobs/1898/rubenstein-fellow%2c-economic-studies-%28job-id%3a-2018-1898%29/job",NA,NA,NA,"UNITED STATES District of Columbia Washington","A1 - General Economics",NA
"94","2018-02",111461700,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","The Pennsylvania State University","College of The Liberal Arts","Economics",NA,"Assistant Professor of Economics","The Department of Economics at The Pennsylvania State University seeks to fill several untenured, tenure-track junior positions over the next three years. We will consider highly qualified candidates in all fiends of economics. Candidates must demonstrate the capacity for high-quality instruction and the potential for significant research. Review of applications will begin on November 1, 2018 and continue until the positions are filled. To be considered, you must complete a Penn State application (no downloads required) at https://psu.jobs/job/82466 in addition to downloading application materials at https://www.econjobmarket.org/.",NA,NA,NA,"UNITED STATES Pennsylvania University Park","00 - Default: Any Field","2018-12-31 00:00:00"
"95","2018-02",111461777,"US: Other Academic (Visiting or Temporary)","The University of Michigan Ann Arbor","Postdoctoral Training Program in Quantitative Methods for Education Policy Research","Educational Policy Initiative/Ford School of Public Policy","Education, Policy, data, research","Postdoctoral Research Fellow","Summary
The Education Policy Initiative (EPI) seeks candidates interested in deepening their knowledge of rigorous, applied quantitative education policy research for a two-year postdoctoral fellowship. 

Up to two fellows will be trained to estimate the causal effects of education policies and practices on student outcomes, emphasizing the use of state and district longitudinal data. Fellows will participate in all aspects of the research process, including design, IRB administration, analysis, and presentation.  They will collect, compile and analyze data; design surveys; participate in research planning; write papers; present results at seminars and professional meetings; and supervise research assistants. Fellows will have the unique opportunity to leverage EPI<U+2019>s role in the Michigan Education Research Institute (MERI) to develop research partnerships with public agencies and practitioners and to communicate results to non-technical audiences, including policymakers. 

The fellows will also have the opportunity to develop and lead additional education research projects.  They should expect to spend about a third of their time completing research related to their dissertation, a third of their time working on ongoing research projects at the Ford School, and the remaining third of their time building new collaborations at the university. The fellows will not have any teaching responsibilities.

The fellows will receive close mentorship from professors Susan Dynarski, Brian Jacob and Christina Weiland and will have the opportunity to work with cross-disciplinary UM faculty, including John Bound, Stephen DesJardins, Mathew Ronfeldt and Kevin Stange.  UM is home to a dynamic community of researchers, with ample opportunity for professional development <U+2013> via participation in seminars and trainings, as well as through exposure to high-profile speakers. 

This is a 2-year fellowship beginning in the summer of 2019 with competitive salary and benefits plus funds for research expenses and related travel. Funding for the fellowships is provided by the Institute of Education Sciences postdoctoral training grant R305B170015.

Qualifications
Applicants must have completed their PhD in a relevant social science discipline prior to August 31, 2019 and have academic research experience in public policy, economics, education, quantitative methodology, or other similar fields. Applicants must be citizens or permanent residents of the United States. Applicants should not have been supported previously by either a predoctoral or postdoctoral training grant through the United States Department of Education<U+2019>s Institute of Education Sciences.

Application Process and Deadline
We will accept applications submitted online. Please visit our website for instructions. Complete applications include a 2-3 page statement of interest, writing sample (job market paper or recent publication authored / co-authored by the applicant), CV, and three confidential letters of recommendation. We will begin reviewing applications on November 1 and will continue until the positions are filled.

U-M EEO/AA Statement
The University of Michigan is an equal opportunity/affirmative action employer.

",NA,NA,NA,"UNITED STATES Michigan Ann Arbor","00 - Default: Any Field","2019-01-31 00:00:00"
"96","2018-02",111461805,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","The University of Tennessee, Knoxville","Haslam College of Business","Department of Economics",NA,"Endowed Holly Chair of Excellence","The Department of Economics invites applications for the Holly Chair of Excellence with appointment to begin August 1, 2019. The Holly Chair is an endowed position at the rank of Associate or Full Professor. Candidates must hold a Ph.D. or equivalent in economics or a related field, and must have an established record of outstanding research and excellent teaching at both the graduate and undergraduate levels. Salary and rank will be commensurate with qualifications and experience. We expect a commitment to fostering the goals of the department, college and university.

The Department of Economics is one of seven departments within the Haslam College of Business at the University of Tennessee. The department faculty have expertise in a wide range of fields and place a high value on diversity and collegiality. The department has a vibrant Ph.D. program and is the sole economics department at the University of Tennessee, with strong ties to the Boyd Center for Business and Economic Research and the Howard H. Baker Jr. Center for Public Policy. The faculty are active in publishing peer-reviewed research and many are editors, past editors, or editorial board members of leading journals.

To apply, please submit a letter of interest, curriculum vitae, examples of published work, and names and contact information of three references through the AEA JOE Network submission system. Review of applications will begin immediately and will continue until the position is filled. Questions regarding the position can be directed to Prof. Marianne Wanamaker at wanamaker@utk.edu.

The University of Tennessee is an EEO/AA/Title VI/Title IX/Section 504/ADA/ADEA institution in the provision of its education and employment programs and services. All qualified applicants will receive equal consideration for employment and admissions without regard to race, color, national origin, religion, sex, pregnancy, marital status, sexual orientation, gender identity, age, physical or mental disability, genetic information, veteran status and parental status.",NA,NA,NA,"UNITED STATES Tennessee Knoxville","00 - Default: Any Field",NA
"97","2018-02",111461662,"Other Nonacademic (Temporary, Part-Time, Non-Salaried, Consulting, Etc.)","The World Bank","Poverty and Equity Global Practice","Global Engagement","Development Economics;
Applied Econometrics;
Poverty and Social Impact Analysis","Poverty Economist / Data Scientist","The Equity Policy Lab of the World Bank<U+2019>s Poverty and Equity Global Practice is looking for talented Stata programmers to assist the team in creating innovative and just-in-time solutions to promote evidence-based policy making. The consultant will assist with microsimulation modeling, programming and estimating the distributional impacts of alternative reforms. One of the key areas of focus is assessing the distributional impacts of alternative tax and spending policies under different macroeconomic conditions. The role requires Stata programming, including a strong focus on Mata programming and the creation of commands.  The consultant will be expected to undertake the following roles: 1) developing Mata functions that address unique problems and improve run times of current ados; 2) Developing ados that can be easily implemented by country teams; 3) Working closely with country teams in tailoring solutions for specific country contexts. 

The consultant will work closely with core team members in developing unique solutions under tight deadlines. Strong attention to detail, adaptability, and the ability to work in teams is required. The consultant would ideally be based in Washington DC, but this is not a strict requirement.",NA,NA,NA,"UNITED STATES District of Columbia","H - Public Economics
00 - Default: Any Field","2018-11-30 00:00:00"
"98","2018-02",111461808,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Tulane University","School of Liberal Arts","Department of Economics","Microeconomic Theory
Political Economy","Assistant Professor -- Political Economy & Microeconomic Theory","The Murphy Institute of Political Economy and the Department of Economics at Tulane University invite applications for one full-time tenure-track position, most likely at the rank of Assistant Professor, beginning July 1, 2019. Applicants should have primary research and teaching interests in microeconomic theory, as applied specifically to issues in political economy. Preference will be given to applicants who also have interests in fields where the department has existing strengths and is focusing its graduate programs (health and labor economics; inequality and poverty; the economics of education; and public economics). The position is 50 percent in the Murphy Institute of Political Economy and 50 percent in the Department of Economics, with the tenure home in the Department of Economics. 

All applications must be submitted through Interfolio (http://apply.interfolio.com/56797). Required materials include a letter of interest, a vita, three reference letters, and a research paper. The complete application must be received by December 3, 2018 to be given full consideration; candidates will be considered until the position is filled. 

For more information, see the Department<U+2019>s website at http://econ.tulane.edu/. Contact: Erin Callhover, Department of Economics, 206 Tilton Hall, Tulane University, New Orleans, LA, 70118 (economic@tulane.edu). Tulane University is an equal employment opportunity/affirmative action/persons with disabilities/veterans employer committed to excellence through diversity. Tulane will not discriminate against individuals with disabilities or veterans. We invite women and minorities to apply.",NA,NA,NA,"UNITED STATES Louisiana New Orleans","D0 - General","2018-12-03 00:00:00"
"99","2018-02",111461864,"US: Other Academic (Visiting or Temporary)","UC San Diego","UC Institute on Global Conflict and Cooperation (IGCC)","School of Global Policy & Strategy (GPS) and UCSD Department of Economics","Environmental Economics","Postdoctoral Scholar Appointment, Environmental Economics","Postdoctoral Scholar Appointment, Environmental Economics
Department: School of Global Policy and Strategy and Department of Economics

Salary: Commensurate with experience

Appointment: 12-24 months (extendable by 12-24 based on mutual agreement)

Start Date: July 1, 2019

Location: UC San Diego, La Jolla, CA

The UC Institute on Global Conflict and Cooperation (IGCC) is pleased to announce a one-year Postdoctoral Research Associate position in the area of environmental economics for the academic year 2019-20, with the possibility of a one-year reappointment. In addition to carrying out their own research, the appointees will work on IGCC projects under the supervision of Professor Joshua Graff Zivin at the University of California San Diego. The position offers the opportunity to join a research team with a strong track record of high-quality publication and policy impact; an opportunity to co-author papers; and is designed to help the selected candidate launch a successful academic career with a strong research pipeline.

The Associate will reside at the UC San Diego campus and will be expected to participate actively in the intellectual life of the University. A Ph.D. in Economics, Public Policy or another quantitative social science field with a focus on environment or energy economics is required. The candidate should have strong econometric skills. Preference will be given to scholars with strong econometrics skills and a demonstrated ability to produce high quality research papers. We are particularly keen on researchers interested in the interface between environment and human capital in developed as well as developing countries.

To Apply: submit a cover letter, CV with list of publications, academic transcripts, job market paper and contact information for three recommendations to lmannino@ucsd.edu

Applications will be reviewed on a rolling basis, but it is highly recommended that you apply before December 30, 2018 for full consideration. The fellowship committee will only review complete files. Phone interviews will be scheduled in February and final notifications will be sent by the beginning of March.

The University of California is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, age or protected veteran status.
",NA,NA,NA,"UNITED STATES California 92093","00 - Default: Any Field","2018-12-30 00:00:00"
"100","2018-02",111461708,"International: Other Academic (Visiting or Temporary)","UCD School of Economics - Beijing Dublin International College (BDIC)",NA,NA,"School of Economics","Lecturer/Assistant Professor","UCD School of Economics - Beijing Dublin International College (BDIC)
Lecturer/Assistant Professor (BDIC)
Temporary 3-Year post (Commencing September 2019 or shortly thereafter)
010854

Beijing University of Technology (BJUT) and University College Dublin (UCD) have agreed to work towards the establishment of a new world-class institution of higher education. The Beijing-Dublin International College (BDIC) is a recognised College of BJUT and UCD, offering a range of dual degrees including a BSc in Economics and Finance. 

The School of Economics is recruiting a lecturer to deliver modules in the BSc in Economics and Finance at BDIC.  In addition, the post-holder will be asked to lecture at UCD and will be expected to support and develop the School<U+2019>s research activities in Dublin. 

95 Lecturer/Assistant Professor (below the bar) Salary Scale:  <U+20AC>33,479 - <U+20AC>58,760 per annum
Appointment will be made on scale and in accordance with the Department of Finance guidelines
Closing Date: 17:00hrs (local Irish Time) on 6 January 2019

Applications must be submitted by the closing date and time specified.  Any applications which are still in progress at the closing time of 17:00hrs (Local Irish Time) on the specified closing date will be cancelled automatically by the system. UCD do not accept late applications. 

Prior to application, further information (including application procedure) should be obtained from the UCD Job Vacancies website: https://www.ucd.ie/workatucd/

Note: Hours of work for academic staff are those as prescribed under Public Service Agreements. For further information please follow link below: http://www.ucd.ie/hr/t4cms/Academic%20Contract.pdf
","95 Lecturer/Assistant Professor (below the bar) Salary Scale:  <U+20AC>33,479 - <U+20AC>58,760 per annum",NA,NA,"IRELAND Dublin","A - General Economics and Teaching","2019-01-06 00:00:00"
"101","2018-02",111461837,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Ulsan National Institute of Science and Techonology (UNIST)","School of Business Administration","Management","Econometrics, Financial Econometrics, International Trade, Industrial Organization, Microeconomics","Assistant/Associate Professor","The School of Business Administration at Ulsan National Institute of Science and Technology (UNIST) invites applications for one position in Economics at all ranks (full-time tenure track/tenured). We seek candidates who are willing to teach undergraduate Microeconomics and graduate/undergraduate Econometrics.

Successful candidates must hold a Ph.D. degree (ABD considered), and demonstrate commitment to high-quality research, teaching excellence and service to the university. The School of Business Administration offers regular academic degree programs for Bachelor, Master and Ph.D. students along with professional master<U+2019>s programs in Energy Commodity Trading/Financial Engineering, Business Analytics and Management of Technology. The language of instruction is English. Compensation package is competitive: generous start-up research grants and comprehensive benefits including medical insurance, pension plan and compensation for moving expenses.

Interested candidates should apply electronically at https://invite.unist.ac.kr. We will accept applications until the position is filled, but applications received by December 15, 2018 will receive priority for interviews at ASSA meetings. For more information about the School of Business Administration, visit http://biz.unist.ac.kr.",NA,NA,NA,"KOREA, REPUBLIC OF Ulsan Ulju-gun","C1 - Econometric and Statistical Methods and Methodology:  General
C4 - Econometric and Statistical Methods:  Special Topics
C5 - Econometric Modeling
D - Microeconomics
G - Financial Economics
L - Industrial Organization
F1 - Trade",NA
"102","2018-02",111461815,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Universidad San Francisco de Quito",NA,"School of Economics","Econometrics
Experimental/Behavorial Economics
Microeconomics or macroeconomics
Political Economy
Environmental/natural resources
Development economics","Full Time Professor","The School of Economics at Universidad San Francisco de Quito (USFQ) in Quito (Ecuador) invites applications for full-time positions as assistant professor in all fields. Special consideration will be given to the following areas:
 
- Econometrics
- Experimental/behavioral economics
- Microeconomics or macroeconomics
- Political economy       
- Environmental/natural resources
- Development economics
 
Successful candidates will teach undergraduate and graduate courses and publish in leading academic journals. The position requires a Ph.D. in Economics (or completion of by August 2019).  Intermediate Spanish is required.
 
USFQ is the only liberal arts university in Ecuador; it is currently number one in the country and a leading university in Latin America. We offer a competitive salary (paid in US$) with additional research funding available. USFQ values equality and diversity, female candidates and minorities are encouraged to apply. 

For further information visit http://www.usfq.edu.ec

Applicants must submit (1) a cover letter, (2) a current curriculum vitae, (3) recent research paper(s), (4) evidence of teaching including evaluations (if available), and (5) three letters of recommendation. All documents must be submitted through the AEA electronic system. Selected candidates will be contacted the week of January 14th  for a skype interview. For further inquiries, contact Monica Rojas at mrojas@usfq.edu.ec",NA,NA,NA,"ECUADOR Pichincha Quito","D9 - Micro-Based Behavioral Economics
C9 - Design of Experiments
C1 - Econometric and Statistical Methods and Methodology:  General
O1 - Economic Development
E6 - Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook",NA
"103","2018-02",111461823,"International: Other Academic (Visiting or Temporary)","University College Dublin",NA,NA,"School of Economics","Lecturer/Assistant Professor in Economics, UCD School of Economics, Temporary 5 year post","UCD School of Economics
Lecturer/Assistant Professor in Economics
Temporary 5 year post
(Commencing 1 September 2019)
010855

Applications are invited for positions as Lecturer/Assistant Professor in the UCD School of Economics.  Applicants must have an active research track record and be an effective communicator capable of excellence in teaching at undergraduate and postgraduate levels.  Applications from all fields of Economics are welcomed though priority will be given to applicants with expertise in behavioural or applied microeconomics. 

95 Lecturer/Assistant Professor (above the bar) Salary Scale:  <U+20AC>52,848- <U+20AC>83,090 per annum
Appointment will be made on scale and in accordance with the Department of Finance guidelines
Closing Date: 17:00hrs (local Irish Time) on Tuesday 11 December 2018 

Applications must be submitted by the closing date and time specified.  Any applications which are still in progress at the closing time of 17:00hrs (Local Irish Time) on the specified closing date will be cancelled automatically by the system.  

Prior to application, further information (including application procedure) should be obtained from the UCD Job Vacancies website: https://www.ucd.ie/workatucd/

Note: Hours of work for academic staff are those as prescribed under Public Service Agreements. For further information please follow link below: http://www.ucd.ie/hr/t4cms/Academic%20Contract.pdf","95 Lecturer/Assistant Professor (above the bar) Salary Scale:  <U+20AC>52,848- <U+20AC>83,090 per annum","10855",NA,"IRELAND Dublin","A - General Economics and Teaching","2019-01-11 00:00:00"
"104","2018-02",111461674,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","University of Bonn",NA,"Department of Economics",NA,"3 Assistant Professorships in Economics with Tenure Track","The Department of Economics at the University of Bonn, Germany, invites applications for 3 Assistant Professorships in Economics (all fields), W1 with tenure track starting in 2019. 

The initial contract runs for three years with the possibility of renewal for another three years, subject to a positive midterm evaluation. 

We invite applications from strong candidates in all fields of economics. The positions will have a reduced teaching load. Research and teaching are conducted in English. Candidates should have, or expect to complete in 2019, a Ph.D. in economics or finance and must demonstrate a strong research potential. 

The professorships are part of the Cluster of Excellence <U+201C>ECONtribute: Markets & Public Policy<U+201D>, run jointly by the Universities of Bonn and Cologne and funded by the German Research Foundation (DFG) in the context of the Excellence Strategy. The overarching goal of the Cluster is to advance the understanding of market functions and public policy, employing innovative research approaches. 

Please submit with your application a CV, including a brief sketch of how your research profile fits into ECONtribute<U+2019>s research agenda, transcripts, the job market paper, and a list of publications by December 1, 2018.

For further information, please visit http://selten.institute/econtribute or contact econtribute-hiring@uni-bonn.de.","W1",NA,NA,"GERMANY Bonn","00 - Default: Any Field","2018-12-01 00:00:00"
